"","latitude","longitude","freq"
"761",33.422269,-111.82264,5
"762",33.44734,-84.14686,1
"763",33.44838,-112.07404,30
"764",33.454138,-104.512814,1
"765",33.456412,-86.801904,1
"766",33.460036,-84.585773,6
"767",33.467013,-81.985239,2
"768",33.485903,-117.696366,3
"769",33.5,132.55,2
"770",33.50921,-111.899033,5
"771",33.517958,-89.361891,1
"772",33.52066,-86.80249,1
"773",33.529642,-79.04822,1
"774",33.531753,-112.177935,1
"775",33.538742,-96.510565,2
"776",33.542248,-117.78311,1
"777",33.544833,-111.957563,1
"778",33.554433,-81.69588,1
"779",33.558845,-112.129618,1
"780",33.5602778,-81.7197222,1
"781",33.57786,-101.85517,1
"782",33.58831,-7.61138,1
"783",33.59891,-117.28004,3
"784",33.608922,-91.207356,1
"785",33.640302,-117.769442,4
"786",33.640996,-112.37833,2
"787",33.64697,-117.68922,1
"788",33.652789,-112.308564,1
"789",33.658592,-117.173618,1
"790",33.660297,-117.999227,7
"791",33.6603,-117.99923,1
"792",33.66706,-93.59157,1
"793",33.667301,-116.963506,2
"794",33.670978,-116.259176,4
"795",33.67691,-117.77617,1
"796",33.678399,-117.911715,1
"797",33.68641,-117.66088,1
"798",33.705415,-108.761138,1
"799",33.71863,-116.30834,1
"800",33.719178,-84.002061,1
"801",33.72148,73.04329,2
"802",33.73974,-116.41279,1
"803",33.745573,-117.867834,2
"804",33.745851,-117.826166,4
"805",33.7488889,-84.3880556,1
"806",33.749,-84.38798,26
"807",33.75245,-117.993904,1
"808",33.752886,-116.055617,7
"809",33.753146,-118.367459,1
"810",33.755096,-84.402799,1
"811",33.756024,-118.201101,1
"812",33.757245,-117.750414,7
"813",33.76696,-118.18923,2
"814",33.767997,-85.172928,2
"815",33.7712,-111.3877,2
"816",33.77153,-84.22641,1
"817",33.77156,-78.784745,3
"818",33.773905,-117.941448,4
"819",33.786594,-118.298662,11
"820",33.787874,-117.852006,16
"821",33.797412,-84.197984,1
"822",33.798166,-90.978046,3
"823",33.801262,-117.148783,1
"824",33.803448,-118.168135,12
"825",33.81371,-85.76135,2
"826",33.8191,-80.9066,1
"827",33.83141,-118.28202,1
"828",33.83333,35.83333,2
"829",33.835665,-118.303805,3
"830",33.838529,-78.660551,1
"831",33.840572,-117.522825,1
"832",33.842567,-116.527996,2
"833",33.844371,-84.47405,51
"834",33.870292,-117.925338,4
"835",33.874815,-118.240208,1
"836",33.87983,-84.35159,1
"837",33.89585,-118.22007,1
"838",33.905544,-98.479881,2
"839",33.913678,-80.354238,1
"840",33.914775,-118.348083,1
"841",33.91667,76.66667,2
"842",33.924447,-118.218132,1
"843",33.937714,-118.193403,1
"844",33.942108,-118.417488,1
"845",33.952602,-84.549933,3
"846",33.953349,-117.396156,1
"847",33.960353,-84.037859,1
"848",33.96173,-84.02363,1
"849",33.96571,-81.07398,1
"850",33.973951,-118.248405,111
"851",33.979007,-118.457852,2
"852",33.98154,-81.23621,2
"853",33.981735,-91.5578,7
"854",33.987454,-81.024864,4
"855",33.988309,-83.879494,2
"856",33.992902,-83.353697,3
"857",33.993396,-118.465193,2
"858",33.997527,-81.097406,1
"859",33.998214,-118.394059,1
"860",34,9,5
"861",34.00043,-81.00009,26
"862",34.00168,-118.47202,1
"863",34.00473,-118.43091,1
"864",34.01945,-118.49119,2
"865",34.019454,-118.491191,4
"866",34.022789,-118.405633,1
"867",34.02665,-96.408962,1
"868",34.031415,-117.93647,2
"869",34.039034,-118.707992,3
"870",34.042286,-117.756106,1
"871",34.045611,-118.25043,1
"872",34.050272,-118.24334,1
"873",34.05223,-118.24368,101
"874",34.055198,-84.370475,1
"875",34.07062,-118.44455,1
"876",34.070628,-118.264756,1
"877",34.07251,-118.26063,1
"878",34.073202,-118.262019,1
"879",34.0739,-117.31365,1
"880",34.074331,-88.624898,1
"881",34.0901,-118.4065,1
"882",34.090728,-118.127527,2
"883",34.092017,-109.282882,2
"884",34.093828,-118.381697,2
"885",34.09668,-117.71978,1
"886",34.09834,-118.32674,5
"887",34.098343,-118.326743,11
"888",34.108345,-117.289765,1
"889",34.11195,-118.19896,1
"890",34.11417,-116.43224,1
"891",34.12331,-118.671028,1
"892",34.127398,-84.481787,1
"893",34.129737,-82.840971,7
"894",34.138897,-118.213962,3
"895",34.144013,-85.748018,1
"896",34.15112,-118.44925,2
"897",34.1528,-118.000482,1
"898",34.153733,-118.593408,2
"899",34.167227,-119.230664,6
"900",34.1692,-118.372498,1
"901",34.17051,-118.289463,1
"902",34.17334,-118.55397,1
"903",34.18084,-118.30897,2
"904",34.205503,-101.689923,1
"905",34.21639,-119.0376,1
"906",34.221257,-88.775002,1
"907",34.22593,-86.615271,1
"908",34.22834,-118.53675,4
"909",34.23314,-102.41075,71
"910",34.23621,-96.67861,1
"911",34.238208,-118.55029,1
"912",34.241733,-85.171591,2
"913",34.24207,73.53712,2
"914",34.2501,-117.29463,1
"915",34.26472,-118.52314,2
"916",34.271985,-77.963628,3
"917",34.286251,-78.138686,1
"918",34.293049,-84.176166,1
"919",34.30778,-118.44925,1
"920",34.330354,-102.907999,1
"921",34.330829,-119.358352,1
"922",34.334398,-83.837912,3
"923",34.35009,-86.3097,1
"924",34.375144,-118.511439,1
"925",34.405045,-119.520525,1
"926",34.41278,-117.77395,1
"927",34.42083,-119.69819,3
"928",34.421897,-119.707135,3
"929",34.42711,-77.54608,1
"930",34.436663,-119.632075,3
"931",34.440891,-118.501748,2
"932",34.448755,-117.411053,1
"933",34.489728,-106.843685,1
"934",34.491673,-118.146226,1
"935",34.5003,-111.50098,35
"936",34.50034,-106.00085,14
"937",34.506502,-82.605626,1
"938",34.517035,-78.160423,2
"939",34.521702,-110.110981,1
"940",34.541308,-112.250887,1
"941",34.547749,-97.933279,2
"942",34.562011,-118.121676,1
"943",34.591349,-112.426312,1
"944",34.608016,-87.011052,1
"945",34.62154,73.00312,1
"946",34.643795,-86.818118,1
"947",34.681567,-82.815832,1
"948",34.683199,-118.180486,1
"949",34.704526,-85.281914,1
"950",34.718428,-86.556439,2
"951",34.719318,-91.113209,1
"952",34.72209,-82.392453,1
"953",34.734162,-82.031105,3
"954",34.74481,-87.66753,1
"955",34.746481,-92.289595,4
"956",34.749038,-103.373032,1
"957",34.75405,-77.43024,1
"958",34.839964,-115.967051,1
"959",34.848567,-82.402871,3
"960",34.909886,-111.867252,1
"961",34.910355,-85.48024,1
"962",34.91569,-82.31192,1
"963",34.934028,-82.010697,1
"964",34.94808,127.48947,1
"965",34.95537,-90.03481,1
"966",34.96667,32.425,1
"967",34.971283,-78.517812,1
"968",34.99862,137.05,1
"969",35,33,2
"970",35,38,2
"971",35.017818,-85.206426,3
"972",35.039018,-94.356389,2
"973",35.04859,-78.82744,1
"974",35.055779,-92.692323,2
"975",35.061853,-117.944167,2
"976",35.062187,-94.047297,1
"977",35.067397,-117.948638,1
"978",35.0748,-78.884257,1
"979",35.084491,-106.651137,7
"980",35.107669,-120.565037,1
"981",35.124625,-117.999042,9
"982",35.125624,-118.021353,247
"983",35.125849,-76.977181,1
"984",35.13333,129.05,1
"985",35.133479,-90.03664,1
"986",35.146252,-96.627985,1
"987",35.14953,-90.04898,9
"988",35.15923,-98.44228,4
"989",35.168227,-86.601925,1
"990",35.169255,-89.990415,4
"991",35.187133,-117.885359,30
"992",35.204533,-89.873975,1
"993",35.20603,-101.839602,1
"994",35.208566,-97.44451,4
"995",35.214396,-117.778291,1
"996",35.217588,-90.003423,1
"997",35.221997,-101.831297,2
"998",35.22257,-97.43948,1
"999",35.2269444,-80.8433333,2
"1000",35.22709,-80.84313,8
"1001",35.242923,-77.51666,1
"1002",35.2485,-78.55529,3
"1003",35.251832,-119.847771,1
"1004",35.26002,-80.804151,18
"1005",35.260468,-82.553068,3
"1006",35.265573,-120.62122,1
"1007",35.303919,-119.942784,1
"1008",35.322963,-86.368607,2
"1009",35.32304,-79.428264,1
"1010",35.32787,25.14341,1
"1011",35.342952,-97.497906,1
"1012",35.3573,-80.2044,1
"1013",35.37329,-119.01871,1
"1014",35.384337,-119.020562,1
"1015",35.398959,-120.862432,3
"1016",35.402295,-120.793742,10
"1017",35.41665,-115.58416,2
"1018",35.42677,-83.08514,1
"1019",35.432344,-92.365758,2
"1020",35.44778,139.6425,2
"1021",35.462689,-81.400503,1
"1022",35.462981,-80.672531,1
"1023",35.466736,-80.614369,1
"1024",35.46756,-97.51643,6
"1025",35.49062,-86.07476,2
"1026",35.491608,-97.562817,6
"1027",35.50051,-119.27178,1
"1028",35.50069,-80.00032,12
"1029",35.50472,11.06222,6
"1030",35.512564,-119.287613,1
"1031",35.51876,-97.249071,3
"1032",35.52056,139.71722,1
"1033",35.53125,-81.0298,1
"1034",35.541767,-77.005708,4
"1035",35.580444,-77.392609,1
"1036",35.58537,-83.69184,3
"1037",35.58672,-97.507599,16
"1038",35.587748,-120.954454,1
"1039",35.590326,-117.692883,29
"1040",35.602711,-82.567281,5
"1041",35.61452,-88.81395,1
"1042",35.637189,-81.270977,1
"1043",35.6411,-79.8431,2
"1044",35.64146,139.69817,1
"1045",35.676651,-113.620551,1
"1046",35.680441,-80.45316,1
"1047",35.68536,139.75309,7
"1048",35.688378,-84.076895,3
"1049",35.6895,139.69171,9
"1050",35.69439,51.42151,3
"1051",35.697473,-105.982146,3
"1052",35.701371,-79.832228,3
"1053",35.7262,49.283,1
"1054",35.73319,-81.3412,1
"1055",35.737569,-87.473903,1
"1056",35.75035,-86.25027,1
"1057",35.762951,-86.372158,1
"1058",35.7721,-78.63861,3
"1059",35.780678,-88.698441,1
"1060",35.781848,-80.203546,1
"1061",35.790466,-119.235367,1
"1062",35.850295,-79.023205,6
"1063",35.87952,-84.5641,1
"1064",35.88904,-82.83104,12
"1065",35.88919,-106.07975,1
"1066",35.911304,-94.911331,1
"1067",35.91667,14.43333,1
"1068",35.9437,-96.21361,1
"1069",35.949453,-78.907488,1
"1070",35.95283,39.00788,2
"1071",35.96064,-83.92074,3
"1072",35.962348,-85.051431,1
"1073",35.974602,-94.190997,6
"1074",35.982273,-84.03196,1
"1075",35.982414,-78.551748,2
"1076",35.98787,-95.13635,1
"1077",35.99403,-78.89862,1
"1078",35.999829,-114.975811,1
"1079",36.004647,-79.054475,2
"1080",36.00484,-82.25068,1
"1081",36.01683,-75.66629,1
"1082",36.018775,-86.123475,5
"1083",36.019381,-84.243175,1
"1084",36.036566,-115.080923,1
"1085",36.039147,-95.868667,7
"1086",36.046202,-79.608882,1
"1087",36.0526,-95.79082,1
"1088",36.06109,-112.17434,2
"1089",36.069144,-79.765156,2
"1090",36.070864,-79.409117,49
"1091",36.081691,-86.138227,1
"1092",36.084444,-96.587285,1
"1093",36.093764,-120.110888,1
"1094",36.095087,-86.140581,1
"1095",36.09719,-115.14666,1
"1096",36.1048,-84.59716,1
"1097",36.111102,-80.200493,2
"1098",36.133527,-119.299856,1
"1099",36.151606,-92.905555,1
"1100",36.15398,-95.99278,1
"1101",36.165688,-86.778098,19
"1102",36.16589,-86.78444,3
"1103",36.17,-119.7462,3
"1104",36.17497,-115.13722,16
"1105",36.1833,-5.3667,1
"1106",36.20124,37.16117,1
"1107",36.222156,-81.699784,1
"1108",36.24107,-116.01755,1
"1109",36.28414,-119.117902,1
"1110",36.294218,-91.747332,1
"1111",36.296908,-115.174211,3
"1112",36.301068,-115.206969,43
"1113",36.309559,-88.299615,1
"1114",36.330485,-82.317625,1
"1115",36.33256,-88.2581,1
"1116",36.347107,-94.223419,2
"1117",36.358275,-79.742001,1
"1118",36.424766,-84.090654,1
"1119",36.429239,-105.554532,1
"1120",36.504515,-105.62924,1
"1121",36.51543,-4.88583,1
"1122",36.522633,-87.334932,1
"1123",36.522748,-79.696721,1
"1124",36.531703,-82.192545,2
"1125",36.538846,-87.364887,28
"1126",36.549422,-87.373123,1
"1127",36.561541,-76.201047,1
"1128",36.57485,-121.840727,5
"1129",36.574902,-121.722552,2
"1130",36.57983,-82.2643,1
"1131",36.588208,-76.684677,3
"1132",36.591507,-121.901997,1
"1133",36.59589,-91.6457,1
"1134",36.613815,-82.176238,1
"1135",36.625349,-88.279562,1
"1136",36.63588,-86.19221,1
"1137",36.66062,-78.387883,1
"1138",36.680918,-121.806577,1
"1139",36.70647,-84.56744,1
"1140",36.72016,-4.42034,1
"1141",36.72736,-4.85761,1
"1142",36.74432,-94.529129,1
"1143",36.745738,-85.181967,1
"1144",36.74773,-119.77237,1
"1145",36.75959,-77.38525,1
"1146",36.759872,-76.590785,3
"1147",36.825296,-119.68019,1
"1148",36.835426,-76.298274,1
"1149",36.83814,-2.45974,2
"1150",36.84314,-83.32185,1
"1151",36.844004,-76.12036,5
"1152",36.85293,-75.97798,1
"1153",36.862603,-119.734947,3
"1154",36.874916,-76.553061,1
"1155",36.895911,-76.208521,1
"1156",36.896515,-95.925953,2
"1157",36.9,7.76667,1
"1158",36.90403,-84.397632,1
"1159",36.928286,-120.182423,1
"1160",36.968284,-121.900235,1
"1161",36.96957,-93.18885,1
"1162",36.974658,-112.978914,1
"1163",36.9748,37.4987,2
"1164",36.983561,-121.980517,1
"1165",36.998417,-76.376682,3
"1166",37.00167,35.32889,3
"1167",37.01273,-119.65264,1
"1168",37.017407,-86.451752,3
"1169",37.02089,-93.20602,1
"1170",37.02745,-93.3303,1
"1171",37.031948,-121.94972,1
"1172",37.052748,-122.111126,2
"1173",37.058296,-76.463471,1
"1174",37.06399,-76.49475,1
"1175",37.06803,-81.51675,4
"1176",37.07333,22.42972,2
"1177",37.095,-3.3969,1
"1178",37.12,-93.48,2
"1179",37.15117,-88.732,1
"1180",37.189396,-121.705327,7
"1181",37.20109,-113.26967,1
"1182",37.20752,-81.52777,7
"1183",37.222788,-121.983274,2
"1184",37.230251,-76.524359,1
"1185",37.25022,-119.75126,28
"1186",37.25807,-93.343673,3
"1187",37.283482,-77.294978,3
"1188",37.29393,-87.12333,1
"1189",37.299458,-87.532576,1
"1190",37.3112,-83.33935,1
"1191",37.31667,-6.84139,1
"1192",37.318364,-107.880367,1
"1193",37.320744,-77.454311,1
"1194",37.323275,-121.931623,1
"1195",37.32685,-87.475563,1
"1196",37.329217,-86.364699,1
"1197",37.32922,-86.3647,1
"1198",37.337416,-85.357952,1
"1199",37.33939,-121.89496,2
"1200",37.342069,-120.480228,1
"1201",37.345785,-120.42415,1
"1202",37.35,38.8167,1
"1203",37.357472,-122.144416,3
"1204",37.359607,-79.141653,2
"1205",37.37,-122.04,4
"1206",37.370194,-122.218176,1
"1207",37.381144,-122.334825,1
"1208",37.38241,-5.97613,2
"1209",37.38605,-122.08385,1
"1210",37.388556,-122.01774,4
"1211",37.408345,-120.667772,1
"1212",37.42509,-122.1675,2
"1213",37.439616,-122.186373,1
"1214",37.441123,-77.315342,6
"1215",37.44188,-122.14302,1
"1216",37.444122,-122.149915,7
"1217",37.447671,-79.83595,1
"1218",37.459223,-76.888656,1
"1219",37.5,36.0833,1
"1220",37.510085,-122.473404,1
"1221",37.526661,-121.583391,1
"1222",37.531296,-77.416103,1
"1223",37.534102,-122.025352,1
"1224",37.54812,-77.44675,56
"1225",37.565285,-121.982721,1
"1226",37.56826,126.97783,5
"1227",37.5832,34.6837,1
"1228",37.58327,-122.40108,1
"1229",37.58333,14.43333,1
"1230",37.5847,36.9264,1
"1231",37.60566,-82.32431,1
"1232",37.609434,-118.865636,2
"1233",37.616774,-122.480015,1
"1234",37.61859,-112.74272,2
"1235",37.630623,-82.712576,1
"1236",37.642187,-118.99481,1
"1237",37.651974,-97.258997,2
"1238",37.669,-84.6514,10
"1239",37.669463,-121.016796,2
"1240",37.676732,-92.043738,2
"1241",37.680181,-121.921498,1
"1242",37.687509,-122.438783,1
"1243",37.714402,-121.906329,2
"1244",37.71636,-97.29723,1
"1245",37.739004,-89.209109,1
"1246",37.74916,-81.05239,1
"1247",37.76423,-122.42695,1
"1248",37.764867,-84.296913,1
"1249",37.768575,-121.918551,1
"1250",37.77493,-122.41942,44
"1251",37.784827,-122.727802,65
"1252",37.786027,-122.223779,11
"1253",37.792536,-122.39406,1
"1254",37.832075,-121.916718,2
"1255",37.84033,-87.07277,2
"1256",37.860576,-122.29673,12
"1257",37.86591,-0.79256,2
"1258",37.866238,-84.579491,1
"1259",37.881309,-122.158259,1
"1260",37.889525,-122.29828,1
"1261",37.895707,-121.092155,1
"1262",37.901223,-122.120089,1
"1263",37.925525,-83.913328,2
"1264",37.92941,-88.1376,1
"1265",37.954312,-97.88569,2
"1266",37.9577,-121.29078,3
"1267",37.97945,23.71622,3
"1268",37.98704,-1.13004,1
"1269",37.98869,-84.47772,10
"1270",37.99726,-91.61432,2
"1271",38,-97,18
"1272",38,102,2
"1273",38.037877,-122.269383,1
"1274",38.03922,-4.05078,1
"1275",38.057169,-103.720039,1
"1276",38.06247,-0.86822,1
"1277",38.06826,-120.53965,1
"1278",38.101506,-121.29957,2
"1279",38.10742,-122.5697,2
"1280",38.134068,-122.52719,1
"1281",38.177464,-107.72736,1
"1282",38.188962,-85.676819,14
"1283",38.2,28.15,1
"1284",38.20042,-84.87762,20
"1285",38.20337,-92.62352,1
"1286",38.2113889,-77.1397222,1
"1287",38.222445,-85.172072,1
"1288",38.244889,-122.135862,4
"1289",38.25005,-89.7501,4
"1290",38.25031,-92.50046,26
"1291",38.265366,-122.822588,1
"1292",38.284427,-83.411563,1
"1293",38.29103,-121.31106,2
"1294",38.293234,-104.536493,1
"1295",38.295135,-77.483689,1
"1296",38.29714,-122.28553,1
"1297",38.31555,-93.327381,1
"1298",38.316176,-91.631137,2
"1299",38.32429,-76.5169,7
"1300",38.34517,-0.48149,1
"1301",38.350839,-120.931641,1
"1302",38.353549,-120.932702,2
"1303",38.35839,-86.31776,1
"1304",38.380456,-121.555406,5
"1305",38.383854,-122.557253,1
"1306",38.41088,-87.76142,1
"1307",38.41273,27.13838,3
"1308",38.414811,-122.546653,2
"1309",38.4207,-77.45743,1
"1310",38.422777,-78.877137,2
"1311",38.4333,38.6,1
"1312",38.434153,-96.152766,1
"1313",38.450412,-122.783159,1
"1314",38.4623,-92.302,1
"1315",38.46435,-89.973877,10
"1316",38.47172,-90.61818,2
"1317",38.485382,-122.85224,1
"1318",38.494029,-92.165194,2
"1319",38.5,-0.5,2
"1320",38.50029,-98.50063,15
"1321",38.50038,-80.50009,2
"1322",38.5111,-96.8005,1
"1323",38.528323,-107.037294,1
"1324",38.53287,-81.86124,2
"1325",38.55413,-121.798469,2
"1326",38.56085,-77.296099,1
"1327",38.58157,-121.4944,3
"1328",38.586994,-89.937325,4
"1329",38.591854,-121.537801,1
"1330",38.593285,-76.898714,1
"1331",38.59885,-0.05139,12
"1332",38.603783,-76.867928,1
"1333",38.61556,-90.27806,1
"1334",38.62136,-121.332191,1
"1335",38.62727,-90.19789,2
"1336",38.631501,-90.19231,2
"1337",38.64068,-90.44341,21
"1338",38.666597,-121.141636,1
"1339",38.66855,-121.3813,1
"1340",38.671448,-85.709688,1
"1341",38.6833,-75.33954,1
"1342",38.689832,-77.836115,1
"1343",38.700871,-120.730555,2
"1344",38.704208,-121.385553,1
"1345",38.704562,-78.446119,1
"1346",38.71667,-9.13333,9
"1347",38.71905,1.45871,1
"1348",38.72452,-83.01323,1
"1349",38.74013,-93.995995,1
"1350",38.74073,-121.25603,2
"1351",38.762847,-84.352437,2
"1352",38.77456,-75.13935,1
"1353",38.80484,-77.04692,7
"1354",38.817192,-121.15026,3
"1355",38.823944,-90.742745,3
"1356",38.831813,-77.288755,1
"1357",38.83469,-77.27622,1
"1358",38.84511,-76.87497,1
"1359",38.854672,-120.830282,1
"1360",38.856062,-101.764693,7
"1361",38.8573,34.7464,2
"1362",38.861469,-104.857828,7
"1363",38.8766,-6.9684,1
"1364",38.877956,-120.986029,1
"1365",38.885867,-76.904972,22
"1366",38.888446,-76.906918,4
"1367",38.894165,-92.274145,1
"1368",38.895,-77.0366667,2
"1369",38.89511,-77.03637,17
"1370",38.895112,-77.036366,151
"1371",38.8964,-77.0262,3
"1372",38.896946,-77.002037,1
"1373",38.897361,-77.253749,1
"1374",38.89761,-77.03637,2
"1375",38.8996,-94.638358,5
"1376",38.899901,-94.831991,1
"1377",38.907913,-81.082126,2
"1378",38.911994,-94.351673,5
"1379",38.91706,-77.00025,27
"1380",38.92505,-87.01945,1
"1381",38.93324,-119.98435,2
"1382",38.940787,-77.21592,1
"1383",38.94278,-76.73028,1
"1384",38.944827,-86.010789,1
"1385",38.950251,-105.063969,1
"1386",38.955944,-76.94553,2
"1387",38.95823,-122.62637,1
"1388",38.96146,-77.3418,2
"1389",38.96275,-9.41563,1
"1390",38.983887,-77.367457,1
"1391",38.98775,-76.5528,5
"1392",38.988075,-95.780662,1
"1393",38.99399,-80.23203,1
"1394",38.99417,-80.26974,1
"1395",38.99546,-119.93657,1
"1396",39,-6,1
"1397",39,22,5
"1398",39.00027,-105.50083,37
"1399",39.00039,-76.74997,3
"1400",39.00039,-75.49992,18
"1401",39.01695,-94.28161,1
"1402",39.023141,-75.48191,1
"1403",39.02315,-94.669467,5
"1404",39.023294,-95.208909,2
"1405",39.029839,-77.234792,1
"1406",39.036289,-77.010948,7
"1407",39.041947,-78.748279,1
"1408",39.044554,-77.118868,1
"1409",39.04756,-84.89356,2
"1410",39.056261,-84.478742,1
"1411",39.05901,34.91155,1
"1412",39.09973,-94.57857,9
"1413",39.102404,-94.598583,13
"1414",39.121745,-76.4953,3
"1415",39.13145,-84.51633,1
"1416",39.139336,-77.182953,1
"1417",39.143979,-77.207617,1
"1418",39.15017,-123.20778,1
"1419",39.154485,-119.73074,1
"1420",39.166759,-84.53822,9
"1421",39.169668,-78.16856,1
"1422",39.19553,-84.54277,1
"1423",39.196288,-120.95855,2
"1424",39.205756,-76.753093,1
"1425",39.206132,-76.887905,1
"1426",39.20738,9.13462,1
"1427",39.209967,-94.514665,1
"1428",39.21399,-79.63701,1
"1429",39.217047,-77.807494,2
"1430",39.228,36.9391,3
"1431",39.236405,-76.941902,1
"1432",39.25021,-116.75119,11
"1433",39.25066,-76.52052,1
"1434",39.253107,-85.946384,1
"1435",39.261802,-96.333203,1
"1436",39.27976,-87.03307,1
"1437",39.296536,-76.623489,18
